文件,模块组,变更,审查深度,职责/结论,基线行数,当前行数,审查报告
src/domain/project-context/ProjectContextMap.ts,intelligence,retained,manual-full,九层project context结果DTO和source/map/module/relation/ref联接结构。,357,356,intelligence-review.json; root-intelligence-review.json
src/domain/project-context/ProjectContextPresenterInput.ts,intelligence,retained,manual-full,跨envelope归并、去重/排序、warnings/unavailable汇聚；此处ref按id排序和fallback键与service helper不同，保留。,375,374,intelligence-review.json; root-intelligence-review.json
src/domain/project-context/ProjectContextRefs.ts,intelligence,retained,manual-full,"ProjectContext持久/传输无关事实契约；导出 ProjectContextScalar, ProjectContextJson, ProjectContextMetadata, SourceRangeSummary, PathSummary, FileSummary",107,106,intelligence-review.json
src/domain/project-context/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,5,4,intelligence-review.json; root-intelligence-review.json
src/domain/recipe-context/RecipeContextContracts.ts,intelligence,retained,manual-full,"RecipeContext只读请求/结果/ref契约；导出 FirstStatement, FirstStatement, RecipeContextRequestKind, RecipeContextQueryErrorCode, RecipeContextQueryError, RecipeContextRequest",137,136,intelligence-review.json
src/domain/recipe-context/RecipeContextMap.ts,intelligence,retained,manual-full,"RecipeContext只读请求/结果/ref契约；导出 RecipeRelationEdge, RecipeRecord, RecipeSourceRefView, RecipeDetailContext, RecipeListContext, RecipeSearchHitView",167,166,intelligence-review.json
src/domain/recipe-context/RecipeContextRefs.ts,intelligence,retained,manual-full,"RecipeContext只读请求/结果/ref契约；导出 RecipeContextScalar, RecipeContextJson, RecipeContextMetadata, RecipeContextRefKind, RecipeSourceLocation, RecipeContextRef",44,43,intelligence-review.json
src/domain/recipe-context/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,4,3,intelligence-review.json; root-intelligence-review.json
src/domain/similarity/RecipeSimilarity.ts,foundation,modified,manual-full,Jaccard内部叶算法与公开门面保持，RecipeSimilarity业务权重不变。,403,379,foundation-review.json; production-review.json
src/domain/snippet/Snippet.ts,knowledge,retained,manual-full,知识投影代码片段 DTO；保留旧 installed→targets.xcode 兼容。,134,133,knowledge-review.json
src/domain/source-graph/SourceGraphContracts.ts,intelligence,retained,manual-full,source graph freshness/diagnostic/ready和各查询结果构造；嵌套数组保留caller责任，兼容构造式guard不冒充严格wire解析。,1502,1501,intelligence-review.json; root-intelligence-review.json
src/domain/source-graph/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,2,1,intelligence-review.json; root-intelligence-review.json
src/enhancement.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,42,41,foundation-review.json; foundation-root-final-sources-review.json
src/events.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,13,12,foundation-review.json; foundation-root-final-sources-review.json
src/evolution.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,7,6,foundation-review.json; foundation-root-final-sources-review.json
src/guard.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,50,49,foundation-review.json; foundation-root-final-sources-review.json
src/host-agent-workflows.ts,foundation,modified,manual-full,Module/configuration/documentation; dependency and structure inventory recorded,132,121,foundation-review.json
src/index.ts,foundation,retained,manual-full,Module/configuration/documentation; dependency and structure inventory recorded,94,93,foundation-review.json
src/infrastructure/cache/CacheService.ts,foundation,retained,manual-full,"Exports: CacheService, CacheKeyBuilder, FirstStatement",132,131,foundation-review.json
src/infrastructure/cache/GraphCache.ts,foundation,modified,manual-full,Exports: GraphCache,161,173,foundation-review.json
src/infrastructure/cache/UnifiedCacheAdapter.ts,foundation,retained,manual-full,"Exports: UnifiedCacheAdapter, initCacheAdapter, getCacheAdapter",104,103,foundation-review.json
src/infrastructure/cache/index.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,5,4,foundation-review.json; foundation-root-final-sources-review.json
src/infrastructure/config/ConfigLoader.ts,foundation,modified,manual-full,配置合并和点路径读写；修复原型键写入和继承成员读取。,156,168,foundation-review.json; foundation-root-final-sources-review.json
src/infrastructure/config/Defaults.ts,foundation,retained,manual-full,默认目录、分块/分类策略常量及category启发式；公共常量仍被消费。,102,101,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/config/Paths.ts,foundation,retained,manual-full,知识/运行时目录解析与延迟创建；现役外层兼容路径保留，不因宿主命名直接删除。,159,158,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/config/TriggerSymbol.ts,foundation,retained,manual-full,触发符环境覆盖及前缀归一化；符号集合与旧公开常量保持。,77,76,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/config/index.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,5,4,foundation-review.json; foundation-root-final-sources-review.json
src/infrastructure/database/DatabaseConnection.ts,foundation,retained,manual-full,SQLite native handle 生命周期、WAL/busy timeout、每迁移事务、root撤销和迁移语义摘要；保持现有错误与历史迁移身份。,421,420,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/PreparedStatementCache.ts,foundation,retained,manual-full,"Exports: prepareCached, _resetStatementCacheForTesting",68,67,foundation-review.json
src/infrastructure/database/drizzle/index.ts,foundation,retained,manual-full,Drizzle初始化和兼容单例入口；生产优先DI，旧getDrizzle保持导出。,50,49,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/drizzle/schema.ts,foundation,modified,manual-full,逐表核对现役migration的列/默认值/索引及repository映射；只修正文档来源清单，不重建存量schema。,730,731,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/index.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,3,2,foundation-review.json; foundation-root-final-sources-review.json
src/infrastructure/database/migrations/001_initial_schema.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,319,318,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/004_evolution_proposals.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,44,43,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/005_recipe_source_refs.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,25,24,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/006_lifecycle_transition_events.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,29,28,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/007_evolution_type_simplification.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,27,26,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/008_recipe_warnings.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,31,30,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/009_knowledge_dimension_id.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,27,26,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/010_source_graph.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,150,149,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/011_guard_violations_attribution.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,28,27,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/013_git_diff_checkpoints.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,41,40,foundation-review.json; foundation-root-round2-review.json
src/infrastructure/database/migrations/014_recipe_source_refs_content_fp.ts,foundation,retained,manual-full,逐语句核对schema演进、重跑前提与现役Drizzle映射；历史migration不可按普通重复代码删除，持久化wire与migration身份保留。,26,25,foundation-review.json; foundation-root-round2-review.json
